index,time,conversation
3848,08:54,Okay yeah that that you need
3849,08:54,When same row or same column has same symbols like we have if we have three access in the same row
3850,08:54,Then again then the person wins OK
3851,09:32,OK I think the game
3852,09:38,yeah this is the dental X game
3853,09:43,Okay
3854,09:43,I think you need to send the link again because it expired the link you sent it
3855,09:43,yeah I got it I just share the screen
3856,09:43,yeah
3857,09:43,So we started or shall I
3858,10:36,Start you start again
3859,10:39,Okay
3860,10:39,yeah
3861,10:47,yeah
3862,11:30,yeah
3863,11:30,yeah
3864,11:44,it's great being with you feel
3865,11:47,it's nice meeting you
3866,11:50,yeah Thank you
3867,11:52,Thank you
3868,11:54,bye bye
3869,00:03,Oh hi Krishna can you hear me
3870,00:05,yeah I can hear you
3871,00:05,How are you
3872,00:09,i'm fine how about you
3873,00:11,yeah i'm fine
3874,00:11,What is your major
3875,00:16,My major is computer and information science what about you
3876,00:20,Know major is computer science
3877,00:20,yeah i'm from India
3878,00:20,yeah
3879,00:20,yeah then what are your hobbies
3880,00:34,My hobbies just watching CDs and playing games so
3881,00:40,Okay
3882,00:41,So this meeting is about data collection and playing games right
3883,00:47,yeah yes it's about data collection
3884,00:47,know we have to play two games
3885,00:54,Okay
3886,00:55,yeah one is on dots and boxes game and other is tic tac toe
3887,00:55,Okay yeah so shall we started after
3888,01:03,yeah okay
3889,01:05,yeah i'm sharing the screen
3890,02:01,Okay
3891,02:01,I can't see your screen is it okay
3892,02:07,yeah
3893,02:09,I have to open this link and played you
3894,02:11,yeah no
3895,02:17,kidding bye
3896,02:22,screen
3897,02:22,yeah
3898,02:27,Okay
3899,02:28,And let us play
3900,02:30,Know okay good
3901,02:31,yeah
3902,03:04,yeah
3903,03:04,yeah
3904,03:04,Okay no
3905,03:04,play
3906,03:04,This game
3907,03:16,Okay
3908,03:18,In this this namely
3909,03:20,i'm going to share you
3910,03:22,know
3911,03:51,yeah i'm sharing the screen
3912,03:51,yeah
3913,03:51,yeah
3914,04:05,To see the
3915,04:05,yeah
3916,06:50,Okay yeah
3917,06:52,You recorded the
3918,06:57,Recording
3919,06:58,Okay
3920,07:00,These are done
3921,07:02,yeah
3922,07:05,Stop recording right
3923,07:07,Now okay okay stop and okay
3924,07:11,Yes very nice thing to
3925,00:05,i'm doing good
3926,00:05,How was your day
3927,00:09,yeah good
3928,00:09,So let's start with introduction
3929,00:16,I must cease and
3930,00:19,i'm a PhD student at you empty computer science and engineering so i've been a Grad Grad student for like a year and a half now
3931,00:19,And my primary focus is on graph theory and social network analysis and talking about my hobbies I like watching and things for us I like reading yeah pretty much
3932,00:43,yeah and you go with my introduction
3933,00:50,i'm doing my masters in computer science major
3934,00:50,My primary interested areas are shutting divisions and data science and
3935,00:50,I heard
3936,00:50,My lights are like
3937,01:12,Okay that's all right yeah okay
3938,01:15,i'm taking fundamental so artificial intelligence and data science and programming languages to semester and I haven't written computer algorithms and come to dry picture in the last semester and my goal is to complete my masters with into intelligence systems as my trusted as
3939,01:15,opposed
3940,01:15,To my photo studies
3941,01:15,After my masters and my likes I like I like to do gardening i'd like to i'd like to hang out and my favorite pastime is like sleeping i'm doing
3942,01:15,My friends
3943,01:52,yeah that
3944,01:54,is interesting
3945,01:57,And so about the Games so I will be the experience peer in this one so the game that I choose to play with you is
3946,01:57,tic TAC toe i'm pretty sure you have known about it so let me
3947,01:57,Let me send you a link to
3948,01:57,The game so that
3949,01:57,play with your friend
3950,01:57,Okay
3951,01:57,Did you get it in the chat
3952,01:57,The link to the game
3953,01:57,says waiting for players
3954,01:57,What does it so in yours does it's
3955,03:12,Showing is waiting for you
3956,03:12,Yes
3957,03:16,Oh I think
3958,03:24,Okay
3959,03:24,So
3960,03:28,Let me share the screen so that we can so this
3961,03:31,Is a qantas
3962,03:36,Su
3963,03:36,So this is
3964,03:36,The great septic text oh so about what we can do is we we will be able to mark our points so it's going to be turn by turn so i'm going to mark one ad and then you will have to do the other one and then it leads me to the other one so
3965,03:36,So we ever completely aligned with their marketing wins the game
3966,03:36,So yeah so it can be a reason to Ryan vertical Ryan or a diagonal So if you can make all these three
3967,03:36,marked by yourself then you will win or whoever wins first Oh this is what happened
3968,04:18,yeah
3969,04:21,This is
3970,04:22,yeah
3971,04:26,Okay so
3972,04:26,Okay
3973,04:26,Okay just give me a SEC
3974,04:26,Okay can you go to the second one now
3975,04:48,it's
3976,04:58,Okay yeah
3977,04:58,All right
3978,05:01,Good luck yeah yeah
3979,05:04,I think it's my turn now so this one
3980,05:30,Right it's
3981,05:33,True or
3982,05:33,let's do it again
3983,05:33,I think it's gonna ask
3984,05:41,yeah
3985,05:45,To where do I go
3986,05:45,In the middle okay
3987,05:45,I think we
3988,05:45,Did this and I think it's a draw now
3989,05:45,No money this time or this two points
3990,05:45,yeah So this was a fun game and oh
3991,05:45,And there's one more game that I wanted to play with you that
3992,06:35,Was
3993,06:37,adopted by boxes
3994,06:37,Okay so let me set it up first before it
3995,06:37,Okay so
3996,07:07,there's a
3997,07:07,Link for the other day
3998,07:07,The screen
3999,07:07,Okay so you you have your own view of this right
4000,07:07,Yes yeah so about the rules of the game so it's like we have
4001,07:07,How many dogs do we have like six and five so like all together 30 dots so so like the previous game we will be
4002,07:07,able to like connect the dots and create a page between them so we ever completes a square get to one point and then
4003,07:07,So if we complete one Square you will get to
4004,07:07,You get to choose one more age again so so at the end so whenever everything is every easiest every possible aces are drawn whoever has the most number of
4005,07:07,boy
4006,07:07,Again yeah then they will win the game though
4007,07:07,I think i'm the player one right yes yeah Okay I was gonna start and good luck on that
4008,08:38,yeah
4009,08:39,Okay so I have this
4010,08:39,Oh I shouldn't have done that
4011,08:39,We have
4012,08:39,Now
4013,08:39,No
4014,08:39,Thank you
4015,08:39,Now we're in a good position now
4016,08:39,This is not gonna work as for
4017,08:39,This one yeah
4018,08:39,yeah you're gonna have to give me one
4019,08:39,Oh yeah
4020,08:39,yeah
4021,08:39,i've already eight points right so just one more
4022,08:39,Okay I think I can give you this one
4023,08:39,Oh
4024,08:39,Okay first one
4025,08:39,Okay let me be
4026,11:36,This
4027,11:43,11 right so I think
4028,11:43,Whatever I draw you're gonna get all of them I guess
4029,11:43,yeah
4030,11:43,But no that's still not enough to get that
4031,11:43,yeah okay yeah
4032,12:06,yeah
4033,12:08,it's interesting yeah
4034,12:10,yeah
4035,12:13,Okay oh yeah was fun playing with you
4036,12:13,and It was interesting game
4037,12:13,Almost made it the second
4038,12:13,Okay
4039,12:13,Now stop the recording and
4040,12:13,Stop the recording and then see how it goes i'll
4041,12:13,send you the link
4042,12:13,After it to give you the transcript and everything
4043,12:43,yeah shut up
4044,00:00,Okay yeah
4045,00:00,Okay so how are you
4046,00:06,i'm doing good how are you
4047,00:09,i'm good
4048,00:09,You haven't joined that
4049,00:11,meeting with the
4050,00:14,Oh
4051,00:14,yeah I had emailed her so we can again
4052,00:14,And so starting with introduction
4053,00:14,I am a fan day and i'm a PhD student a computer computer science in Q amp T
4054,00:14,So this is my third semester going on and
4055,00:14,about my hobbies I like sports I like playing and watching sports and then I like reading
4056,00:14,Okay what about you
4057,00:44,yeah so my name is sheree Lakshmi and i'm doing my masters here this my first year bus and so it's been only three months meal
4058,00:44,And I like my hobbies I like
4059,00:44,watching movies into and I was playing games yeah
4060,01:01,So with this homework
4061,01:07,I was planning to
4062,01:08,play the game of dots and boxes
4063,01:12,Right yes
4064,01:13,So that was the template that was provided in a homework as well so
4065,01:13,yeah Let me share the screen and i'll also send you the link
4066,01:13,Again that we can
4067,01:13,play him
4068,01:13,I can you see my screen
4069,01:34,Yes I can see the screen
4070,01:36,Okay so so
4071,01:36,I stopped pays for the game so
4072,01:36,we're playing with other people
4073,01:36,To
4074,01:36,Do their
4075,01:36,Less to five by four or I think the more the many the boxes it to be more interesting
4076,01:53,night
4077,01:55,Let me create the game and then sent
4078,01:55,I send this link in the chat so that you can
4079,02:01,Okay
4080,02:04,How do I
4081,02:06,Can just send it in the chat
4082,02:10,I think it stopped the Syrian
4083,02:10,So first of all about the rules of the game Okay so it says you are ready right
4084,02:10,Oh
4085,02:39,Man is ready Okay let me do it okay you're going to play it is ready okay
4086,02:45,Did you Okay it says gaming starts Okay so we have this brief say boxes
4087,02:45,Right so
4088,02:45,What we will be doing is
4089,02:45,about the rules so we will get to choose our line and connecting these dots one by
4090,02:45,One one after another and so whenever you complete a box
4091,03:06,We think at one point right you're and then
4092,03:10,If you get the one points you will get to choose another line again and at the end of this so whenever we ever has some os number of boxes completed they will win the game OK
4093,03:21,OK OK
4094,03:32,OK so
4095,03:32,First or
4096,03:35,yeah it's
4097,03:36,done
4098,03:37,Oh yeah
4099,03:38,Okay
4100,03:40,Okay
4101,03:44,Are you gonna start farther away
4102,03:47,yeah
4103,03:55,This
4104,03:55,Paper is more fun than
4105,03:55,Yes right yeah
4106,04:11,We played this a lot
4107,04:13,yeah
4108,05:28,It gets interesting when it goes to last part
4109,05:30,Yes yeah whatever you
4110,05:30,I guess we don't have any other
4111,05:30,way to it
4112,05:46,Oh you're just giving one
4113,05:46,First one
4114,05:46,let's see what can I do
4115,06:03,So we used to count the boxes like how many boxes you're going to give
4116,06:03,yeah is done for us to
4117,06:03,lead us
4118,06:16,To have these now
4119,06:16,I think that's all you have right or
4120,06:28,Yes
4121,06:37,1234 so I have five total and you have to write
4122,06:48,Yes we are going to win this I can see it
4123,06:52,You can see it
4124,06:52,yeah I can enter in this
4125,06:52,yeah
4126,06:52,yeah
4127,07:15,Oh yeah and then I
4128,07:15,Will yeah
4129,07:15,yeah yeah
4130,07:15,You got leading no window
4131,07:15,seven
4132,07:15,Oh
4133,07:46,Yes
4134,07:48,Okay so I want
4135,07:50,yeah
4136,07:52,let's do it again
4137,07:52,We met every
4138,07:52,question you
4139,07:52,didn't ask you if you want to
4140,07:52,Yes yes
4141,07:52,Oh
4142,08:14,OK OK
4143,08:14,OK
4144,08:22,OK you guys to play one now
4145,08:22,Is if you
4146,08:22,Yes okay
4147,08:22,Okay I think I can do this
4148,08:22,Do I have to give me one for you or
4149,08:22,Do I have anything
4150,08:22,I don't see any
4151,08:22,Let me give away this
4152,08:22,Three four
4153,08:22,Okay
4154,08:22,So I have four and one right so
4155,08:22,I think again con this right
4156,08:22,Well yeah 5678
4157,08:22,If I give away eat
4158,08:22,Then
4159,10:52,i'll have 1234567
4160,11:18,So
4161,11:18,Now I get everything right yes
4162,11:28,Okay Okay and you have
4163,11:31,A
4164,11:33,Solid like How does it work like the Is it the slot or do you have to pay smart to get this I
4165,11:39,Think I just think it's just laugh at the end we use some brains but initial stage it's just luck
4166,11:39,yeah I mean
4167,11:39,I mean just
4168,11:39,go with that lines
4169,11:51,yeah okay yeah it was fun playing with you
4170,11:51,yeah and see how the
4171,11:51,text comes up and then let you know
4172,00:03,hi
4173,00:04,hi hi guys
4174,00:04,How are you i'm good how are you doing
4175,00:04,i'm doing good
4176,00:04,How was your weekend
4177,00:12,yeah it's pretty good
4178,00:15,So so it's the guiding the game I guess
4179,00:19,yeah
4180,00:21,So we shall start with introducing ourselves
4181,00:21,yeah so yeah
4182,00:26,My name is election has you know and I am doing my masters now it is my first semester
4183,00:26,And my hobbies are like going outside shopping and you're watching TV handling intensive
4184,00:40,Nice interesting
4185,00:40,So yeah my name is it i'm doing as well as pastors in USD with computer science major I have completed
4186,00:40,Computer architecture and computer algorithms in the last Semester and and now i'm doing my fundamentals of a data science and programming language courses in this semester
4187,00:40,I like gardening going out
4188,00:40,yeah my direct Boston is doing gardening and allow
4189,00:40,Like to hang out with friends
4190,00:40,going out traveling is my favorite pastime also that said about myself
4191,00:40,yep
4192,01:28,So
4193,01:28,I think we can start playing
4194,01:30,night and just let's start with dots in boxes for the first
4195,01:30,size and just
4196,01:30,i'll share the link to you so there was nothing but we will have
4197,01:30,will have your dots we have to
4198,01:30,make a box with that
4199,01:30,So who makes them more boxes
4200,01:30,shubin
4201,01:53,Okay good
4202,01:54,I just shared this share the link
4203,01:58,i'm Johnny okay
4204,01:58,Yes
4205,01:58,john
4206,02:04,Okay I just clicked ready so like
4207,02:11,So
4208,02:11,Starting
4209,02:11,As it started
4210,02:19,No
4211,02:21,Waiting for player one to click ready
4212,02:21,To click ready so there is a link
4213,02:28,I just know that it through the same thing but
4214,02:28,Smaller chunks time
4215,02:28,Is it done
4216,02:38,No
4217,02:39,player one's done it is showing for me player one stone
4218,02:47,Is it for me it's not it's
4219,02:49,For me it is actually showing player to his computer I think
4220,02:53,Can you shall
4221,02:55,be mistaken
4222,02:56,I think we should sell a private game
4223,02:59,yeah
4224,03:00,Okay
4225,03:00,Okay
4226,03:00,Okay and ready
4227,03:00,Okay
4228,03:00,So let's do it
4229,03:27,yep
4230,03:31,yep
4231,03:31,here
4232,05:09,Okay
4233,05:09,So it is not the option even I have to give you one now
4234,05:22,yeah
4235,05:24,I think I have one
4236,05:30,thing
4237,05:56,Okay
4238,06:10,My name
4239,06:33,that's it
4240,06:33,Right
4241,06:33,yeah
4242,06:33,that's it
4243,07:32,yeah
4244,07:32,Okay
4245,07:34,yeah for this game or shall we start with other
4246,07:40,yeah we should we can start the other one
4247,07:43,Okay yes and in this game let me show you the other leg
4248,07:43,Okay
4249,07:43,I got I just got out of it
4250,08:27,yeah I
4251,08:30,mean
4252,08:30,notice again
4253,08:30,I just want to get out of this
4254,08:30,at midnight no it's not working okay let's
4255,08:30,Do
4256,08:49,That
4257,08:51,Okay let me share this link again
4258,08:51,Okay
4259,09:15,Yes
4260,09:20,hmm
4261,09:20,You know that was dead
4262,09:26,Yes
4263,09:30,yeah
4264,09:32,Okay so we had to do a straight line in this so if if one person to a line like in a diagonal way or a straight line so that person when they should be three
4265,09:32,Three characters of us
4266,09:32,In one single line
4267,09:46,Okay
4268,09:47,So yeah this is here
4269,10:08,Thank you Mr Jones yes
4270,10:10,Yes
4271,10:15,let's play one more game
4272,10:16,Yes
4273,10:20,Okay
4274,10:20,Okay now it's done
4275,10:53,We got $6000
4276,10:55,yeah okay so
4277,10:55,yeah so yeah
4278,11:00,yeah
4279,11:02,So I did
4280,11:02,The reason of me winning and you're losing is this regarding because of the rules or experience are
4281,11:11,The Jenny re experience
4282,11:11,I did not mind the roles I hope not yeah
4283,11:18,Okay so
4284,11:21,You on the games
4285,11:21,I knew and the money also
4286,11:27,yeah it doesn't Okay so let me
4287,11:31,I
4288,11:31,mean obviously fighting
4289,00:07, hey there and how are you
4290,00:07, i'm good i'm good
4291,00:09,i'm good
4292,00:13, So I am
4293,00:24, i'm a PhD student here in university of North Texas i'm doing my PhD in computer science and engineering department
4294,00:30, My concentration is in self driving vehicles and how about you
4295,00:36, yeah i'm also the PhD student
4296,00:39, In computer science
4297,00:42, This is my second year
4298,00:48, Currently have folks on the story project as well
4299,00:53, Oh so we have the same response feel right
4300,00:57, yeah we have pretty much the same
4301,01:00, Research split
4302,01:03, Right when and I remember we're partners as well
4303,01:06, Right now
4304,01:10, Okay now let's start the game without any further delay
4305,01:12, So i'll go through the
4306,01:20, Different instruction as you can see in the screen different rules that you have to follow in order to play the squares game
4307,01:22, alright
4308,01:35, So this game requires two or more players the first player draws a line from any to any vertically or horizontally at the Center
4309,01:51, Right and the next player does the same thing so you have a draw a line from one to another Doc it should be at this and that means the dod that is right next to the dod that you are starting to draw the line from
4310,01:53, Okay
4311,01:54, Okay
4312,01:59, All right and the bear continue to take turns drawing the line in the same way
4313,02:00, Okay
4314,02:08, Okay y'all did the so basically the goal of the game is to form a square by joining four dots
4315,02:29, So once you join four dots and make a square You can write your name inside and you'll have one point so as many point is you get or as many squares you make you can write as many sales as you want and player with the highest number of initials
4316,02:31, Inside the squares will be the winner
4317,02:33, you're doing okay
4318,02:36, All right now I think we can start the game right
4319,02:37, Yes okay
4320,02:38,All right
4321,02:41, I think it's your turn
4322,02:43, You can draw a line
4323,02:51, Just click one dot and click another dot I n E two dot that you can you know you want to join
4324,02:53, So it's my turn
4325,02:54,mm hmm
4326,03:01, I cannot keep that
4327,03:05, Maybe I refresh
4328,03:07, This page
4329,03:11, Okay
4330,03:17, Or maybe you can start another game
4331,03:21, yeah maybe Okay here we go it's work
4332,03:23, All right now it's my turn
4333,03:23,yeah
4334,03:26, What I can
4335,03:33, What I can
4336,03:34, click any
4337,03:41, Did you reload the page
4338,03:45, yeah rid of the page oh
4339,03:48, I can't click
4340,03:52, click here go so Luke said we have a Double Click
4341,03:54,OK
4342,03:58, He still does not work for me okay I
4343,04:00, Go
4344,04:03, Your turn yeah matter
4345,04:05, mm hmm so okay
4346,04:08, Oh OK
4347,04:11, I see for you here
4348,04:13, Right yeah that's how you play
4349,04:22, So that means you don't you don't need to click report you just click on
4350,04:23, The line right
4351,04:24,yeah
4352,04:29, You have one second okay you your time you ran I ran out of time
4353,04:30, Oh okay
4354,04:33, All right it's your time
4355,04:34,again
4356,04:36, So
4357,04:38, The whole
4358,04:40, here
4359,04:41,huh
4360,04:48, Oh Nice
4361,04:54, Your turn give it seconds okay Nice
4362,04:57, Oh
4363,04:58, You shouldn't have done that
4364,05:03, We have so many other places to put on the line
4365,05:05, you're done
4366,05:06,that's
4367,05:10, See
4368,05:12, Nice Nice
4369,05:15, Now another line you're done
4370,05:24, A reboot of this game
4371,05:26, yeah I
4372,05:28, actually used to play this game before
4373,05:30,Okay
4374,06:00, Okay
4375,06:08, yeah it's your turn now
4376,06:16, Do you
4377,06:20, Okay down
4378,06:26, The
4379,06:33, line
4380,06:35, Okay
4381,06:37, No problem
4382,06:48, You have six
4383,06:50, seconds yeah your time did
4384,06:52, You do that
4385,07:11, Your turn
4386,07:12, My turn
4387,07:33, done
4388,07:36, Oh Nice
4389,07:55,Your
4390,08:06, turn again
4391,08:20, Your turn
4392,08:25, Then
4393,08:26, I missed
4394,08:30, Yes
4395,08:33, yeah
4396,08:35, it's your turn now
4397,08:39, Oh sorry
4398,08:40, damn
4399,08:51, Oh Nice
4400,08:59, Why is it your turn game
4401,09:01, yeah because once you
4402,09:05, You know it gives you any sales
4403,09:08, get another you have to also
4404,09:12, You know provide one more
4405,09:14, One more here for the opening here
4406,09:15, it's your turn now
4407,09:20, dang
4408,09:29, Nice Nice
4409,09:32, Good man
4410,09:38, To do one more time
4411,09:39,Your turn
4412,09:54, Your turn
4413,09:58, Okay it's my turn oh
4414,10:04, Oh okay
4415,10:15, Oh
4416,10:21, He didn't draw any line
4417,10:22,here
4418,10:46, This
4419,10:58, Your turn
4420,11:06, My turn is
4421,11:20, won't be won the game
4422,11:34, Alright congratulation there
4423,11:36, Okay thanks
4424,11:39, All right let's play another game
4425,11:40,Yes
4426,11:44, Which one check checkers
4427,11:52, tic TAC toe
4428,12:26, Okay i'll send you the link
4429,12:33, Okay
4430,12:34, Is that the link
4431,12:37, yep I mean
4432,12:54, All right
4433,12:55, let's start
4434,12:58, The game
4435,12:59, Yes
4436,13:00,my tongue
4437,13:02, Luke says enlightenment
4438,13:03,Okay
4439,13:13, so nice circle your cross
4440,13:16, Your time
4441,13:42, play one more time
4442,13:43, One more time
4443,13:44,Right
4444,13:46, play again
4445,13:48, Your turn
4446,13:49,Okay
4447,14:24, Alright one more time I think we should be done
4448,14:28, Can I get one more time
4449,14:31, Oh this is what
4450,15:11, Alright I think this would be
4451,15:13, We can
4452,15:15, end the game
4453,15:17, and call it a day
4454,15:21, Okay
4455,15:25, I think
4456,15:28, will be good
4457,15:31, All right take care bye bye
4458,15:33, Okay bye bye
4459,00:03, Hello
4460,00:03, Hello and good
4461,00:04, Are you
4462,00:09, i'm good how are you
4463,00:11, and good
4464,00:16, Have you seen the assignment that we have got
4465,00:19, You know
4466,00:25, So i'm sharing my screen so you could see my screen so I let me
4467,00:28, Let me
4468,00:31, Okay
4469,00:44, The transcription yeah now Dr Thompson in general so that we can with the audio transcripts as well so yeah we are here for the data collection right
4470,00:50, yeah this is for the data collection which will be used for the projects yeah
4471,00:54, So let's play darts and boxes and tic TAC toe game
4472,00:56, Okay sure
4473,00:58, All
4474,01:01, The dots and boxers
4475,01:02, OK
4476,01:07, You are already already so I am looking very the game will be started in six seconds
4477,01:13, Mine is the first
4478,01:24, Video is not on
4479,01:26, Just a second
4480,01:31, Can you enable the permission for me
4481,01:35, know your video is not on
4482,01:39, yeah I am not able to share my screen now
4483,01:44, You don't need to share your screen you just need to click on the video so that
4484,01:49, Like it's your turn in boxes
4485,01:51, Okay
4486,01:55, just give me a second
4487,01:59, yeah
4488,02:08, I can't tell but it's your turn you can play with what we do
4489,02:10, yeah I started
4490,02:17, So just make him move in a lot in boxes
4491,02:19, yeah I made my move
4492,02:25, it's not here like
4493,02:28, I didn't see your move
4494,02:32, That can you send me the link where I can join with you
4495,02:35, Are you
4496,02:35,Oh
4497,02:39, yeah okay
4498,02:45, it's not my don't
4499,02:49, know if you are seeing my screen
4500,02:53, Yes yes but we to
4501,02:57, start the game let's start afresh deals in your personal again
4502,02:58, Okay so
4503,03:01, yeah so
4504,03:07, Other people start
4505,03:20, know
4506,03:22, i'm ready
4507,03:26, yeah
4508,03:30, yeah
4509,03:37, yeah
4510,04:21, Like the fundamental
4511,04:36, Any hear me
4512,04:38, yeah I can hear you
4513,04:40, OK so
4514,04:47, The gaming products project and my teammate is
4515,04:51,Okay
4516,04:58, yeah you can make your whoa whoa
4517,04:59, hey i'm making
4518,05:16, i'm just waiting for you to make some wrong move so that I can gain you
4519,05:55, Think I have to make the movie
4520,05:57, Yes yes
4521,05:58, there's no jobs right
4522,06:38, again
4523,06:39,yeah
4524,06:48, My thing now there is no more chance
4525,06:50, yeah
4526,08:08, draw
4527,08:12, That line so let's
4528,08:14, Talk to
4529,08:15, send you the link already
4530,08:19, So can join me for the next game you're saying
4531,08:22, yeah exactly you're seeing my
4532,08:25, Okay just let me open that link
4533,08:31, I haven't bought it only I got datsun boxes
4534,08:34, No did you like football games but
4535,08:38, You have sent me
4536,08:39,yeah
4537,08:42, Like a couple of
4538,08:43, me
4539,08:46, tic TAC toe paper games
4540,08:50, yeah I haven't received that can you send that link once again for me
4541,08:55, So
4542,08:58, you've got the link type
4543,09:00, Yes yes
4544,09:02, We can
4545,09:14, You open again
4546,09:19, i'm back in my name
4547,09:32, yeah we can start now
4548,09:33,yeah
4549,10:05, yeah
4550,10:16, yo yeah
4551,10:19, Yes
4552,10:52, Yes yes
4553,10:54, This right
4554,10:55,yeah
4555,10:59, yeah Anyway thank you for
4556,11:00, Thank you for
4557,11:04, Getting the data for your project
4558,11:06, Thank you
4559,11:12, Can we stop this meeting
4560,11:13,Stopping
4561,00:07, hi hi how are you
4562,00:07, i'm fine how are you
4563,00:12, i'm good something good so yeah standard process
4564,00:14, yeah sure we can start
4565,00:23, yeah so we are going to play two games now one is 10 boxes that is tic TAC toe I have sent you the links already
4566,00:27, So what do you want to play first
4567,00:29, We can go with
4568,00:32, square start centers
4569,00:35, uh huh that's nice so i'm sharing my screen
4570,00:43, Live transcript
4571,00:50, it's already enabled so yeah i'm just click ready opening and Blackberry will be good to go
4572,00:52, For one minute
4573,01:40, it's not soccer naturally
4574,01:42, Like click and
4575,01:44, drag
4576,01:48, Open yesterday
4577,01:50, Okay
4578,01:52, That happens
4579,01:57, again
4580,04:20, So
4581,04:25, yeah
4582,04:43, So let's play tic TAC toe now
4583,04:51, Close
4584,04:52, yeah you can
4585,05:12, yeah
4586,05:14, This opening
4587,06:06, yeah let's
4588,06:09, Do
4589,06:15, This
4590,06:18, yeah
4591,06:23, Small
4592,06:44, yeah
4593,06:46, I think
4594,06:52, I think this is enough
4595,06:55, games right
4596,06:57, and
4597,06:59, Getting late for me so yeah
4598,07:04, yeah like yeah this is it Thank you thanks for
4599,07:06, Coming
4600,07:07, So it's done right
4601,07:13, yeah like yeah
4602,07:15, meet
4603,00:05, hi lauren
4604,00:05, And hygienist morning
4605,00:06, yeah i'm doing good
4606,00:10, If you don't mind can you introduce yourself
4607,00:13, yeah she's wrong so i'm Simon
4608,00:24, trembling masters in computer science and as my first semester I completed my undergrad in 2017 so since then i've worked in our startup company on our database for
4609,00:30, Myself I am going to spend my tea
4610,00:31, I
4611,00:37, Do good on 2018 and I have a two years work experience in the seals
4612,00:41, The deal
4613,00:42, yeah
4614,00:47, So then again share my screen and let's start playing the games
4615,00:48, yeah so yeah
4616,00:55, So I think i've sent you the link for her daughter inbox game
4617,00:57, Yes yes
4618,01:07, Yes
4619,01:11, yeah
4620,01:13, yeah okay so
4621,01:14, Make difference
4622,01:16, Okay
4623,02:30, it's your
4624,02:32, yeah
4625,02:34, I
4626,02:38, Know it's yours
4627,02:38, I can
4628,02:54, another chance to
4629,03:34, chance
4630,04:11, Can we move
4631,04:14, Yes yes
4632,04:17, Yes
4633,04:39, Have you opened
4634,04:46, me now yeah i'm going to open
4635,04:56, Can you please show me the link again
4636,05:34, Yes yes me
4637,06:05, well
4638,06:07, Okay
4639,06:08,I think its parent
4640,06:12, transcribing i'm a newbie and your experience
4641,06:15, Okay
4642,06:17, All right yeah you can play
4643,06:21, And we playing as a newbie and you can experience
4644,06:49, Okay yeah
4645,06:52, Thank you thank you
4646,06:54, Thank you very much
4647,10:52,Live transcript on I just need to go to gallery view.
4648,10:52,Okay.
4649,10:52,Can you hear me.
4650,10:52,Yeah I can hear you
4651,10:52,as well this time.
4652,10:52,My volume up
4653,10:52,so high.
4654,10:52,What the volume.
4655,10:52,The volume is so high.
4656,10:52,Just straight use it.
4657,10:52,I'm not sure why.
4658,10:52,so high volume that's on your ear.
4659,10:52,I'm not
4660,10:52,your output is high
4661,10:53,and your input like I can't hear what you're saying that well.
4662,10:53,It's fine. Yeah.
4663,10:53,So then I have not starting anything just yet.
4664,10:53,I can record to the cloud in just a second. Once we start.
4665,10:53,So you will be explaining the rules right.
4666,10:54,Have you read the sheet.
4667,10:54,They told us to start by introducing ourselves and we need to ask them.
4668,10:54,We need to know each other and.
4669,10:54,Did you see that recording actually some did the recording
4670,10:55,recording. They played the game. Actually did you see that.
4671,10:55,No.
4672,10:55,Okay.
4673,10:55,I think though 98 member in the spreadsheet one.
4674,10:55,They played the game actually.
4675,10:55,And they uploaded it.
4676,10:56,Let's try record it now.
4677,10:56,We have to go through it
4678,10:56,going to be converting transcript to a CSV file like you saw that right by usi
4679,10:56,And then we have to annotate it yeah on part of this is not actually playing e
4680,10:56,Okay.
4681,10:56,Yeah I go to.
4682,10:56,I'm going to start recording no way to say hello and then we'll start.
4683,10:56,Okay.
4684,10:56,Yeah. Okay then you need to ask them basically you
4685,10:57,need to ask what you started recording.
4686,10:57,Okay.
4687,10:57,Okay. Yeah. After just a minute to introduce ourselves right. So after that
4688,10:57,Yeah it says it right there was quite a few actually.
4689,10:57,Then you'll be saying that you're the experienced player and me as the new gu
4690,10:57,Yeah.
4691,10:57,Okay then we just started like that.
4692,10:57,Okay then. I'm ready.
4693,10:58,Hello.
4694,10:58,Hi. Hi. My name is Christopher barnish.
4695,10:58,I'm panda Condotti and so have you are doing.
4696,10:58,Yeah I'm fine.
4697,10:58,So what brings you to the program with what you need.
4698,10:58,Yeah the program I am doing is I zone OCR
4699,10:58,OE the master's program or even.
4700,10:58,Okay. So mine is a master's in computer science.
4701,10:58,And so where are your interest like on what are you working actually work not
4702,10:58,people that have a kind of a vocational job.
4703,10:59,My background is in some analytics work I guess. Well I didn't file physics
4704,10:59,In a lot of molecular modeling.
4705,10:59,It's been a while since I've been back in school with this kind of stuff.
4706,10:59,I was still kind of in an undergraduate program for a while.
4707,10:59,To see this one pop up.
4708,10:59,I thought it was good.
4709,10:59,Oh
4710,10:59,what's what's your background.
4711,10:59,Yeah actually I'm from an engineering background computer science engineerin
4712,10:59,So I further want to pursue my master's degree in computer science and secur
4713,11:00,So what brings me to this particular program or is it the UNT program complet
4714,11:00,I'm checking remotely actually all the classes the semester I'm taking remotel
4715,11:00,Are you finding your.
